10
2
0.688844	0.515909	-0.158857	-0.482166	0.022549	-0.190132	0.567597	-0.393375	-0.046806	0.166764	
0.816226	0.009374	-0.436324	0.511608	0.236738	-0.498987	0.819493	0.965571	0.620434	0.804332	
-0.379705	0.459663	0.797677	0.367968	-0.055715	-0.798598	-0.131656	0.221774	0.826022	0.933213	
-0.045980	0.730620	-0.479015	0.610056	0.097399	-0.971917	0.439409	-0.202353	0.649690	0.336306	
-0.997714	-0.012844	0.735206	-0.512178	-0.349591	0.740942	-0.617866	0.135021	-0.522768	0.935081	
0.606359	-0.104061	-0.839108	-0.359891	0.015881	0.865668	-0.781884	0.102534	0.413123	0.094882	
0.628934	0.080567	0.927677	0.206371	0.175234	-0.110022	0.192574	-0.230198	0.151302	-0.419341	
-0.621217	-0.626541	0.225546	0.313319	-0.046938	-0.820351	0.515208	0.753541	0.846762	0.684920	
0.796346	0.846165	0.081200	-0.217408	0.410567	-0.448732	0.623257	0.698972	0.790078	0.179602	
0.899530	0.159390	-0.098874	0.320491	0.992516	0.833882	0.586650	-0.835254	0.225566	-0.027112	
0.260295	0.690155	-0.513929	0.462978	-0.765731	-0.559079	0.589166	-0.334928	0.631826	-0.798785	
-0.707283	0.395341	-0.909532	0.147732	0.820032	0.068396	0.361178	-0.946606	0.270000	0.212677	
0.151906	-0.217581	-0.259720	0.961033	-0.927216	-0.956727	0.922063	-0.630056	-0.752210	-0.578847	
0.601493	0.873938	-0.954435	-0.148762	-0.797000	-0.480160	-0.558341	0.293851	-0.299412	-0.639364	
0.007273	-0.921243	-0.798158	0.976470	-0.601288	-0.282889	0.463197	0.676653	0.836964	-0.661151	
0.345281	0.933098	-0.883898	0.352404	0.690849	-0.315375	-0.498625	0.193583	-0.115372	-0.650361	
-0.056749	-0.180189	0.138225	0.017200	-0.377108	-0.285697	0.675322	-0.498135	0.121200	-0.975127	
0.483149	-0.328167	-0.908607	-0.438234	-0.519739	0.906259	-0.295549	-0.424244	-0.281598	0.893812	
0.267496	0.242154	0.431239	-0.223966	-0.171164	0.301666	-0.996952	-0.615381	-0.331197	-0.521168	
0.274799	-0.242704	0.750847	0.136303	-0.171187	-0.195466	0.403659	-0.163547	0.324392	-0.906441	
0.000000	0.000000	0.068138	0.227971	0.000000	0.242591	0.326455	0.000000	0.000000	0.134845	
0.107948	0.000000	0.202308	0.000000	0.043467	0.231071	0.000000	0.019298	0.167752	0.228158	
0.186150	0.000000	0.000000	0.000000	0.332316	0.000000	0.381148	0.000000	0.045301	0.055085	
0.215495	0.289971	0.092928	0.000000	0.000000	0.283427	0.000000	0.026999	0.091179	0.000000	
0.312916	0.000000	0.000000	0.205703	0.000000	0.137060	0.344321	0.000000	0.000000	0.000000	
0.488746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.511254	
0.000000	0.303744	0.000000	0.255245	0.000000	0.278588	0.004222	0.000000	0.158201	0.000000	
0.000000	0.000000	0.000000	0.082659	0.328727	0.000000	0.000000	0.000000	0.000000	0.588615	
0.319196	0.160048	0.032220	0.000000	0.000000	0.000000	0.269189	0.219348	0.000000	0.000000	
0.237739	0.124017	0.000000	0.255418	0.000000	0.000000	0.000000	0.111598	0.078989	0.192238	
0.228498	0.234959	0.160118	0.000000	0.000000	0.163219	0.000000	0.021631	0.191574	0.000000	
0.000000	0.108493	0.142984	0.123573	0.134613	0.000000	0.000000	0.116546	0.101474	0.272318	
0.000000	0.283615	0.000000	0.130848	0.023306	0.315177	0.000000	0.000000	0.000000	0.247053	
0.000000	0.391665	0.000000	0.041436	0.000000	0.000000	0.000000	0.194841	0.372058	0.000000	
0.031992	0.209011	0.207806	0.031373	0.085810	0.143739	0.185539	0.104730	0.000000	0.000000	
0.105886	0.105930	0.000000	0.042910	0.129537	0.046475	0.000000	0.204483	0.190981	0.173797	
0.000000	0.052264	0.090489	0.276231	0.296721	0.000000	0.000000	0.284294	0.000000	0.000000	
0.000000	0.017446	0.099631	0.000000	0.006766	0.373556	0.146330	0.000000	0.065871	0.290400	
0.000000	0.145471	0.259570	0.144731	0.000000	0.000000	0.231922	0.218307	0.000000	0.000000	
0.000000	0.094450	0.000000	0.274323	0.000000	0.000000	0.362505	0.000000	0.268721	0.000000	
0.9
