1.503031110323706	1
1.2566111549011959	1
1.2753659454424322	0
1.3802371670623553	1
1.4166350915017833	1
1.2135867564884509	1
1.2190614156796854	0
1.3250838882278214	0
1.3348480882980724	1
1.3841445971741842	1
1.4909069620557952	0
1.2360616114470078	0
1.2574651945174652	1
1.5567808296561476	1
1.3086705551018309	0
1.3157208351310845	1
1.4594385864945500	0
1.3980523317012948	1
1.3302526176939395	0
1.3655571639749945	1
1.3911627092573786	0
1.3696414291580603	1
1.4134631912708965	1
1.2806479139424209	0
1.3540692774680536	1
1.3257553203699798	0
1.2336188546342149	1
1.3869212594926337	0
1.4808540582068583	1
1.3934439095200262	0
1.3695203694538674	0
1.3350756552552590	1
1.3764082068259890	0
1.4479763439069625	1
1.3600873199570581	0
1.4192802843527861	0
1.3065884114334716	0
1.5165270940235173	1
1.2666922574638948	1
1.3228427320842750	1
1.5439713274171757	0
1.4413031195569169	0
1.4085100893927435	1
1.3715723005797689	1
1.2584354412787243	0
1.3276366233667931	1
1.2421420236779461	1
1.3741329381750801	0
1.4673109673396386	1
1.3662604975678904	1
