50
2
20.090555	16.271235	-3.608893	-22.749766	-21.396195	-22.360353	4.089857	-5.382318	-17.718328	16.764884	14.796223	10.924618	15.655832	-4.529661	11.436520	2.742954	5.208928	-9.287324	4.709442	-3.418865	1.773042	-0.610427	-0.004985	19.203136	-10.907657	-20.713906	-1.716167	-4.221925	-0.596000	-19.756274	3.776996	22.403003	-13.381931	-13.230699	21.212212	9.519887	4.276538	-5.480789	6.382063	0.111714	-18.869519	-9.329965	15.094635	-14.929026	18.606515	4.062482	-22.239415	-5.978980	-21.062043	-17.145095	
18.412514	16.805116	-5.323879	9.226896	-21.292034	0.061006	-17.760918	10.749732	-2.906243	-7.958626	11.569074	-10.896542	-0.684741	-22.698211	-22.757527	3.112306	-6.763238	-5.746936	-6.205535	-8.784667	-15.138724	22.039744	12.653186	21.719147	1.171292	-12.031101	-0.683626	4.105172	0.022197	-3.234960	-11.460944	-20.358239	6.595060	-11.431224	-14.190629	0.492079	-5.486614	19.178195	-20.597650	-5.633173	-0.104815	3.649658	14.147173	18.055140	-1.281239	-18.460363	10.462480	-0.503958	9.312770	-6.561908	
-12.432141	4.178253	-4.081445	7.001881	2.839613	12.630344	19.603670	22.668066	-14.485272	21.938563	-14.275923	-14.339265	25.672010	-2.179152	6.540588	-10.908375	21.972085	29.902555	18.131353	-9.458244	-18.924063	18.959834	-17.323035	14.433192	18.064240	-27.613449	-16.178857	-12.785263	-21.287762	4.124643	-8.752311	-11.058966	22.799564	-12.012563	0.351027	-26.959224	-27.865731	5.798127	-17.772451	-10.437836	-18.212871	-11.768520	27.825326	21.248780	12.119048	5.499034	21.101557	1.107030	22.889404	13.661940	
6.236250	-19.640806	-9.635211	-18.689837	-1.941072	16.545146	0.199291	15.045358	-4.409521	5.502966	-17.785293	-6.962150	-19.314127	4.206111	3.131789	16.452094	-0.742397	-17.252634	17.627217	-11.553983	9.167880	13.310616	8.263242	16.469567	-11.626354	-11.984616	-8.193333	-9.722775	15.171299	-4.672087	-4.470693	-5.548957	19.160299	-17.985697	-11.092188	-20.047279	15.832239	2.300632	-14.208321	-2.999125	0.553064	-2.943859	-20.900272	19.752846	20.220497	-2.009272	3.955006	-19.820993	5.515313	14.669104	
-17.145271	10.299279	25.519866	24.503701	-11.049293	-17.279091	-10.779985	-14.430147	4.557404	-28.893039	-16.905884	13.039610	12.193758	3.176192	12.094887	-1.821774	28.027398	-26.174124	6.628738	10.155295	6.202537	14.982514	-22.182353	-16.195091	-5.802399	-28.048823	-13.201198	-11.255876	-6.841676	18.563105	24.964496	-16.966484	13.330807	27.927450	-0.139814	-26.822137	2.743364	-27.168057	25.365136	-8.316096	-28.686646	17.956973	-18.958306	9.066071	16.288932	-16.606818	-12.558189	23.513135	19.428763	-11.621113	
-20.351809	-0.656761	14.836808	5.265157	-0.176749	5.442068	-9.230527	-1.229505	-11.661948	-20.312145	-8.482644	17.064259	-7.049110	1.581542	24.084200	0.725925	-21.142370	23.217113	0.736154	-13.263359	-16.920550	-24.892390	-14.168033	7.339861	-8.091265	25.413224	-4.274999	16.056780	-24.485485	-4.905038	13.092583	-19.183552	-4.108813	-9.584980	-14.476303	19.919554	-16.167385	25.982310	-24.317143	9.570910	-19.900091	2.507869	4.259616	-13.226051	-17.466686	6.286594	21.720664	-8.799966	-21.426646	11.917641	
-15.063043	-5.111877	-21.444454	22.257937	-20.475339	3.405528	22.234226	2.511489	-22.139956	16.019635	-17.942031	-17.754982	-26.605305	27.346673	15.337054	-19.266726	28.091471	-1.096947	9.127039	27.266337	-27.298022	18.351619	27.419878	-11.607726	30.152545	-26.817887	-24.952293	-25.707602	22.643205	-18.599681	1.451656	27.653801	-24.336113	21.051284	13.300508	26.945879	-24.073050	-11.876374	18.399598	5.838287	-20.343544	10.019799	-29.663151	-21.845823	16.695457	-5.591122	8.652357	20.231931	3.208494	27.630095	
-11.840556	-4.700805	2.276207	-18.562047	-1.487897	-7.265906	16.068444	-16.787667	16.214547	-17.193484	-16.373423	-18.766011	11.270358	-18.402033	2.215373	-17.224208	-18.423102	-14.162843	1.951890	16.827301	12.710567	-15.935853	7.984815	-11.622070	-5.063510	-11.428294	-7.668959	-7.142907	-7.227912	-13.899296	-14.604201	15.730013	7.423488	12.818007	12.180762	-18.421248	4.135791	-11.535093	10.832661	1.679569	-5.908173	-9.299610	13.995026	14.068508	13.679573	15.436401	0.869708	3.430655	17.900472	-3.990575	
-15.850434	12.354301	13.918687	-16.426025	5.322096	17.557118	-14.270841	-3.670707	0.025645	9.530305	-6.654347	17.130669	18.559234	-15.119386	13.439584	-17.958839	-9.489032	1.571386	1.397167	14.788682	-14.352528	-13.291875	-1.907504	0.395645	-7.523697	-3.672126	7.956750	-6.732125	12.170197	-10.004073	7.346025	-1.635042	4.590166	10.683773	-17.698959	8.307668	1.722691	-7.485414	13.059768	-4.375325	-17.107369	-3.935095	16.010893	-11.257888	-18.890819	3.649206	-5.023532	-0.312175	-18.648790	-0.632881	
-32.422783	-23.367516	10.177376	16.093682	32.077795	20.554871	22.156120	-0.344603	-31.214302	-7.475126	18.987625	5.319341	11.760497	0.401343	-0.136362	22.890519	33.478661	21.757769	-21.225382	-3.677401	-5.261922	-16.037647	-10.698967	19.130175	21.114807	29.836950	-16.180020	-35.873278	-35.008316	-31.038247	34.664647	-36.330881	-14.778349	22.447343	-31.760103	18.621678	-14.630866	27.423601	20.802588	15.818510	-0.870501	17.165058	34.546788	31.868779	-25.656093	1.656598	9.401907	-17.846957	21.577250	7.202173	
